concept,period,cik,val,end
AssetsCurrent,CY2023Q4I,1833835,1906493000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1834045,252037000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1834488,224791000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1834489,244781000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1834584,7892000000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1835378,101620000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1835591,794400000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1835615,132237053.0,2023-12-31
AssetsCurrent,CY2023Q4I,1835632,3062700000.0,2024-02-03
AssetsCurrent,CY2023Q4I,1835681,156121000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1835830,803489000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1835963,520463000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1836833,370151000.0,2024-01-31
AssetsCurrent,CY2023Q4I,1836981,63777000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1837014,340340000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1837240,1251196000.0,2023-12-30
AssetsCurrent,CY2023Q4I,1838672,146241000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1839439,1517285000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1839608,26608000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1840776,1250218000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1841804,438824000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1841925,271820000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1842022,272000000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1842718,264929000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1842731,146385000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1844452,31611000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1845022,224286000.0,2024-01-31
AssetsCurrent,CY2023Q4I,1845257,225731000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1845338,1173142000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1845815,7108723000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1846069,566940000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1846084,30593000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1846510,388740000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1846576,385659000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1847462,208592000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1847590,154777000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1847986,55920000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1848416,394196000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1851003,309754000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1851112,532299000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1852131,1418960000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1853145,180147000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1853513,60894000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1853717,597414000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1854545,866301000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1854587,422082000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1855447,104710000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1855457,101987000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1856314,770034000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1856437,1533000000.0,2024-02-03
AssetsCurrent,CY2023Q4I,1856525,1773000000.0,2024-01-28
AssetsCurrent,CY2023Q4I,1856608,433001000.0,2023-12-30
AssetsCurrent,CY2023Q4I,1857816,392807000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1857853,216380000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1858257,2098778000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1859285,263696000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1861737,619390000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1861795,393927000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1863006,174694000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1863218,149105000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1864943,46114670.0,2023-12-31
AssetsCurrent,CY2023Q4I,1865107,135695000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1866368,415996000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1866550,428358000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1866581,205259000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1866633,125248000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1866692,379964000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1867096,156264000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1868275,8299000000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1868395,118589000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1868726,613196000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1868778,1752586000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1868912,69852000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1868941,1665499000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1869198,174524000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1874944,265845000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1875444,509295000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1876945,52863000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1877322,997720000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1878897,181275000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1880319,251014000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1880613,43082000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1881487,638100000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1883685,2071367000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1884516,46408000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1887944,257458000.0,2023-12-29
AssetsCurrent,CY2023Q4I,1888447,699612000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1892492,14748938.0,2023-12-31
AssetsCurrent,CY2023Q4I,1902733,250775000.0,2024-01-31
AssetsCurrent,CY2023Q4I,1903870,121242000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1906324,1310500000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1907085,223812000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1909747,81635000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1910139,2066000000.0,2023-12-30
AssetsCurrent,CY2023Q4I,1914805,52126915.0,2023-12-31
AssetsCurrent,CY2023Q4I,1921158,121269000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1937653,412926000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1941365,677200000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1944048,6138000000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1957132,1897284000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1957489,48535125.0,2023-12-31
AssetsCurrent,CY2023Q4I,1958140,218019000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1964979,64816000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1973266,1627475000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1974138,1861000000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1977303,648200000.0,2023-12-31
AssetsCurrent,CY2023Q4I,1993004,407006000.0,2023-12-31
Assets,CY2023Q4I,2098,149241316.0,2023-12-31
Assets,CY2023Q4I,3197,600291000.0,2023-12-31
Assets,CY2023Q4I,4281,10428000000.0,2023-12-31
Assets,CY2023Q4I,6176,565654000.0,2023-12-31
Assets,CY2023Q4I,6951,31540000000.0,2024-01-28
Assets,CY2023Q4I,6955,765567000.0,2023-11-30
Assets,CY2023Q4I,8063,633792000.0,2023-12-31
Assets,CY2023Q4I,8146,133251000.0,2024-01-31
Assets,CY2023Q4I,8670,57069400000.0,2023-12-31
Assets,CY2023Q4I,8858,12997174000.0,2023-12-30
Assets,CY2023Q4I,9326,1597211000.0,2023-12-31
Assets,CY2023Q4I,10456,28276000000.0,2023-12-31
Assets,CY2023Q4I,12208,12299100000.0,2023-12-31
Assets,CY2023Q4I,12659,2776295000.0,2023-12-31
Assets,CY2023Q4I,12927,137012000000.0,2023-12-31
Assets,CY2023Q4I,14177,166755000.0,2024-01-26
Assets,CY2023Q4I,14272,95159000000.0,2023-12-31
Assets,CY2023Q4I,14693,8237000000.0,2024-01-31
Assets,CY2023Q4I,16058,6658442000.0,2023-12-31
Assets,CY2023Q4I,16160,1966805000.0,2023-12-02
Assets,CY2023Q4I,17843,3159200000.0,2023-12-31
Assets,CY2023Q4I,18230,87476000000.0,2023-12-31
Assets,CY2023Q4I,19584,1668095000.0,2023-12-31
Assets,CY2023Q4I,20520,20693000000.0,2023-12-31
Assets,CY2023Q4I,21665,16393000000.0,2023-12-31
Assets,CY2023Q4I,23194,6253623000.0,2023-12-31
Assets,CY2023Q4I,23197,996755000.0,2024-01-31
Assets,CY2023Q4I,25445,2129400000.0,2023-12-31
Assets,CY2023Q4I,26058,741167000.0,2023-12-31
Assets,CY2023Q4I,30305,1120919000.0,2023-12-31
Assets,CY2023Q4I,30697,5182826000.0,2023-12-31
Assets,CY2023Q4I,31107,252039201.0,2023-12-30
Assets,CY2023Q4I,31235,2355000000.0,2023-12-31
Assets,CY2023Q4I,31462,21846600000.0,2023-12-31
Assets,CY2023Q4I,31667,95498700.0,2023-11-30
Assets,CY2023Q4I,31791,13564665000.0,2023-12-31
Assets,CY2023Q4I,33002,401210000.0,2023-11-30
Assets,CY2023Q4I,33185,12280000000.0,2023-12-31
Assets,CY2023Q4I,33213,25285098000.0,2023-12-31
Assets,CY2023Q4I,34067,884495000.0,2023-12-31
Assets,CY2023Q4I,34088,376317000000.0,2023-12-31
Assets,CY2023Q4I,37472,272476000.0,2023-12-31
Assets,CY2023Q4I,37996,273310000000.0,2023-12-31
Assets,CY2023Q4I,39020,77744000.0,2024-01-31
Assets,CY2023Q4I,39899,7000057000.0,2023-12-31
Assets,CY2023Q4I,43196,10640000000.0,2023-12-31
Assets,CY2023Q4I,45876,2834524000.0,2023-12-31
Assets,CY2023Q4I,45919,122757000.0,2023-12-31
Assets,CY2023Q4I,46619,7336069000.0,2024-01-31
Assets,CY2023Q4I,48287,1928800000.0,2023-12-30
Assets,CY2023Q4I,51644,19267300000.0,2023-12-31
Assets,CY2023Q4I,55242,2544352000.0,2023-12-31
Assets,CY2023Q4I,55529,126305000.0,2024-01-31
Assets,CY2023Q4I,56679,3556325000.0,2024-01-31
Assets,CY2023Q4I,56868,288568000.0,2023-12-31
Assets,CY2023Q4I,59527,3377297000.0,2023-12-31
Assets,CY2023Q4I,60519,2437000000.0,2023-12-31
Assets,CY2023Q4I,63754,12862300000.0,2023-11-30
Assets,CY2023Q4I,64040,60589000000.0,2023-12-31
Assets,CY2023Q4I,65270,1491500000.0,2024-01-27
Assets,CY2023Q4I,66570,2170150000.0,2023-12-31
Assets,CY2023Q4I,66756,6656400000.0,2023-12-31
Assets,CY2023Q4I,67215,2516885000.0,2024-01-27
Assets,CY2023Q4I,67347,1651400000.0,2023-12-31
Assets,CY2023Q4I,69488,541631000.0,2023-12-31
Assets,CY2023Q4I,69633,185878000.0,2023-12-31
Assets,CY2023Q4I,69891,719880000.0,2024-01-27
Assets,CY2023Q4I,70487,122437000.0,2023-12-31
Assets,CY2023Q4I,70866,4990000000.0,2023-12-31
Assets,CY2023Q4I,72573,756498000.0,2024-01-31
Assets,CY2023Q4I,73309,35340000000.0,2023-12-31
Assets,CY2023Q4I,75208,1078884000.0,2023-12-31
Assets,CY2023Q4I,76605,2562448000.0,2023-12-31
Assets,CY2023Q4I,78003,226501000000.0,2023-12-31
Assets,CY2023Q4I,79879,21647000000.0,2023-12-31
Assets,CY2023Q4I,80172,440536000.0,2023-12-31
Assets,CY2023Q4I,80420,807949000.0,2023-12-31
Assets,CY2023Q4I,81362,2714211000.0,2023-12-31
Assets,CY2023Q4I,82020,440602000.0,2023-12-31
Assets,CY2023Q4I,84839,2595460000.0,2023-12-31
Assets,CY2023Q4I,89439,2759301000.0,2023-12-30
Assets,CY2023Q4I,93389,1293047000.0,2023-12-31
Assets,CY2023Q4I,94845,6053600000.0,2023-11-26
Assets,CY2023Q4I,95574,422450000.0,2023-12-31
Assets,CY2023Q4I,97210,3486824000.0,2023-12-31
Assets,CY2023Q4I,97476,32348000000.0,2023-12-31
Assets,CY2023Q4I,100591,598229000.0,2024-01-31
Assets,CY2023Q4I,100726,492129000.0,2023-12-31
Assets,CY2023Q4I,100885,67132000000.0,2023-12-31
Assets,CY2023Q4I,101778,19575000000.0,2023-12-31
Assets,CY2023Q4I,101984,355872000.0,2023-12-31
Assets,CY2023Q4I,102037,2833874000.0,2023-12-31
Assets,CY2023Q4I,102752,1350338000.0,2023-12-31
Assets,CY2023Q4I,103730,4239923000.0,2023-12-31
Assets,CY2023Q4I,104889,7187730000.0,2023-12-31
Assets,CY2023Q4I,105132,430606000.0,2023-11-30
Assets,CY2023Q4I,105418,2028105000.0,2023-12-30
Assets,CY2023Q4I,105634,6609721000.0,2023-12-31
Assets,CY2023Q4I,105770,3829500000.0,2023-12-31
Assets,CY2023Q4I,106040,24385000000.0,2023-12-29
Assets,CY2023Q4I,106532,309342000.0,2023-12-31
Assets,CY2023Q4I,106535,16983000000.0,2023-12-31
Assets,CY2023Q4I,107140,2707288000.0,2024-01-31
Assets,CY2023Q4I,107687,2368900000.0,2023-11-25
Assets,CY2023Q4I,108312,4130805000.0,2023-12-31
Assets,CY2023Q4I,108516,3584137000.0,2023-11-30
Assets,CY2023Q4I,200406,167558000000.0,2023-12-31
Assets,CY2023Q4I,205402,4006100000.0,2023-12-31
Assets,CY2023Q4I,275053,249773000.0,2023-12-31
Assets,CY2023Q4I,275880,4804061000.0,2023-12-31
Assets,CY2023Q4I,277509,1620500000.0,2023-12-31
Assets,CY2023Q4I,277638,1281060000.0,2023-12-31
Assets,CY2023Q4I,310764,39912000000.0,2023-12-31
Assets,CY2023Q4I,313927,8569200000.0,2023-12-31
Assets,CY2023Q4I,315213,3010789000.0,2023-12-31
Assets,CY2023Q4I,315293,33959000000.0,2023-12-31
Assets,CY2023Q4I,315852,7203885000.0,2023-12-31
Assets,CY2023Q4I,317788,1106635000.0,2023-12-31
Assets,CY2023Q4I,319201,14280501000.0,2023-12-31
Assets,CY2023Q4I,320121,208699000.0,2023-12-31
Assets,CY2023Q4I,320193,353514000000.0,2023-12-30
Assets,CY2023Q4I,350868,117602000.0,2023-12-31
Assets,CY2023Q4I,350894,2520003000.0,2023-12-31
Assets,CY2023Q4I,351834,667151000.0,2023-12-30
Assets,CY2023Q4I,353184,162782000.0,2023-12-31
Assets,CY2023Q4I,354950,76530000000.0,2024-01-28
Assets,CY2023Q4I,355811,2611437552.0,2023-12-31
Assets,CY2023Q4I,355948,196488000.0,2023-12-02
Assets,CY2023Q4I,701288,260825000.0,2023-12-31
Assets,CY2023Q4I,701719,73474229.0,2023-12-31
Assets,CY2023Q4I,702165,41652000000.0,2023-12-31
Assets,CY2023Q4I,703604,1550331000.0,2023-12-31
Assets,CY2023Q4I,704532,1909712000.0,2023-12-30
Assets,CY2023Q4I,704562,455227000.0,2024-01-31
Assets,CY2023Q4I,708821,802606000.0,2023-12-31
Assets,CY2023Q4I,709283,199205000.0,2023-12-31
Assets,CY2023Q4I,711377,4602415000.0,2023-11-30
Assets,CY2023Q4I,711404,12032600000.0,2024-01-31
Assets,CY2023Q4I,712515,13617000000.0,2023-12-31
Assets,CY2023Q4I,713425,179028000.0,2024-01-31
Assets,CY2023Q4I,715957,109080000000.0,2023-12-31
Assets,CY2023Q4I,716133,4755500000.0,2023-12-31
Assets,CY2023Q4I,716314,218714000.0,2023-12-31
Assets,CY2023Q4I,716634,533051000.0,2023-12-31
Assets,CY2023Q4I,716643,573717000.0,2023-12-31
Assets,CY2023Q4I,718937,488692000.0,2023-12-29
Assets,CY2023Q4I,719135,79240000.0,2023-12-31
Assets,CY2023Q4I,720500,125042000.0,2023-12-31
Assets,CY2023Q4I,724004,741769000.0,2023-12-31
Assets,CY2023Q4I,728391,6181523000.0,2023-12-31
Assets,CY2023Q4I,729580,571631000.0,2023-12-31
Assets,CY2023Q4I,730464,2700925000.0,2023-12-31
Assets,CY2023Q4I,731766,273720000000.0,2023-12-31
Assets,CY2023Q4I,743238,530049000.0,2023-12-31
Assets,CY2023Q4I,746598,1407604000.0,2024-01-31
Assets,CY2023Q4I,749098,32255000000.0,2023-12-31
Assets,CY2023Q4I,749251,7835919000.0,2023-12-31
Assets,CY2023Q4I,750004,5552000000.0,2023-12-31
Assets,CY2023Q4I,751978,594887000.0,2023-12-31
Assets,CY2023Q4I,763744,2959319000.0,2023-12-31
Assets,CY2023Q4I,764065,17537000000.0,2023-12-31
Assets,CY2023Q4I,778164,454241000.0,2023-12-31
Assets,CY2023Q4I,779152,2753976000.0,2023-12-31
Assets,CY2023Q4I,779544,173550000.0,2023-12-30
Assets,CY2023Q4I,780571,2604263000.0,2023-12-31
Assets,CY2023Q4I,784199,792397000.0,2023-12-31
Assets,CY2023Q4I,787250,2906200000.0,2023-12-31
Assets,CY2023Q4I,788329,692683000.0,2023-12-29
Assets,CY2023Q4I,788965,589780000.0,2023-12-31
Assets,CY2023Q4I,789019,470558000000.0,2023-12-31
Assets,CY2023Q4I,789460,7375300000.0,2023-12-31
Assets,CY2023Q4I,790526,2690473000.0,2023-12-31
Assets,CY2023Q4I,793074,3157936000.0,2023-12-31
Assets,CY2023Q4I,796343,29779000000.0,2023-12-01
Assets,CY2023Q4I,796505,335629000.0,2023-12-31
Assets,CY2023Q4I,797721,16650655000.0,2023-12-31
Assets,CY2023Q4I,798081,153745000.0,2024-01-31
Assets,CY2023Q4I,798354,90890000000.0,2023-12-31
Assets,CY2023Q4I,799167,990339000.0,2023-12-31
Assets,CY2023Q4I,799288,811479000.0,2024-02-02
Assets,CY2023Q4I,800240,3887000000.0,2023-12-30
Assets,CY2023Q4I,807707,498389000.0,2023-11-30
Assets,CY2023Q4I,807863,405390000.0,2023-12-31
Assets,CY2023Q4I,808326,135187000.0,2023-12-31
Assets,CY2023Q4I,808439,145577000.0,2023-12-31
Assets,CY2023Q4I,810136,1582836000.0,2024-01-28
Assets,CY2023Q4I,811596,2267400000.0,2023-12-31
Assets,CY2023Q4I,812011,5847664000.0,2024-01-31
Assets,CY2023Q4I,814586,81654000.0,2023-12-31
Assets,CY2023Q4I,818686,43479000000.0,2023-12-31
Assets,CY2023Q4I,819793,1835014000.0,2023-12-31
Assets,CY2023Q4I,820313,16526400000.0,2023-12-31
Assets,CY2023Q4I,825542,3716100000.0,2023-12-30
Assets,CY2023Q4I,827187,950880000.0,2023-12-30
Assets,CY2023Q4I,827876,862731000.0,2023-12-31
Assets,CY2023Q4I,831259,52506000000.0,2023-12-31
Assets,CY2023Q4I,832101,5865200000.0,2023-12-31
Assets,CY2023Q4I,835011,1392348000.0,2023-12-31
Assets,CY2023Q4I,842633,1341660000.0,2023-12-31
Assets,CY2023Q4I,849145,83168000.0,2023-12-31
Assets,CY2023Q4I,849399,16282000000.0,2023-12-29
Assets,CY2023Q4I,850460,1967912000.0,2023-12-31
Assets,CY2023Q4I,851205,2017812000.0,2023-12-31
Assets,CY2023Q4I,851310,768206000.0,2023-12-31
Assets,CY2023Q4I,851520,646777000.0,2023-12-29
Assets,CY2023Q4I,854775,828662000.0,2023-12-31
Assets,CY2023Q4I,855658,840894000.0,2023-12-30
Assets,CY2023Q4I,856982,2325244000.0,2023-12-31
Assets,CY2023Q4I,857005,6271157000.0,2023-12-31
Assets,CY2023Q4I,858877,101174000000.0,2024-01-27
Assets,CY2023Q4I,860731,4676663000.0,2023-12-31
Assets,CY2023Q4I,864749,9539300000.0,2023-12-29
Assets,CY2023Q4I,866273,404834000.0,2023-12-31
Assets,CY2023Q4I,866291,1565301000.0,2023-12-29
Assets,CY2023Q4I,866374,20366000000.0,2023-12-31
Assets,CY2023Q4I,866706,1772526000.0,2023-12-31
Assets,CY2023Q4I,866829,2556036000.0,2023-12-31
Assets,CY2023Q4I,868857,11389921000.0,2023-12-31
Assets,CY2023Q4I,873303,3264576000.0,2023-12-31
Assets,CY2023Q4I,874499,3267613000.0,2023-12-31
Assets,CY2023Q4I,874716,3259925000.0,2023-12-31
Assets,CY2023Q4I,874866,444995000.0,2023-12-31
Assets,CY2023Q4I,875657,178276000.0,2023-12-31
Assets,CY2023Q4I,876523,1481193000.0,2023-12-31
Assets,CY2023Q4I,876883,3767047000.0,2023-12-31
Assets,CY2023Q4I,877212,7306000000.0,2023-12-31
Assets,CY2023Q4I,880117,484459000.0,2023-12-28
Assets,CY2023Q4I,880631,944137000.0,2023-12-31
Assets,CY2023Q4I,882835,28167500000.0,2023-12-31
Assets,CY2023Q4I,883241,10558259000.0,2024-01-31
Assets,CY2023Q4I,884144,443868000.0,2023-12-31
Assets,CY2023Q4I,884219,1137322000.0,2023-12-31
Assets,CY2023Q4I,884614,15716000000.0,2023-12-31
Assets,CY2023Q4I,884624,925315000.0,2023-12-31
Assets,CY2023Q4I,885978,997238000.0,2023-12-31
Assets,CY2023Q4I,886128,923180000.0,2024-01-31
Assets,CY2023Q4I,886163,787216000.0,2023-12-31
Assets,CY2023Q4I,886206,218822000.0,2023-11-30
Assets,CY2023Q4I,886835,1340993000.0,2023-12-31
Assets,CY2023Q4I,887936,3325878000.0,2023-12-31
Assets,CY2023Q4I,889900,7420031000.0,2023-12-31
Assets,CY2023Q4I,890564,3544600000.0,2023-12-31
Assets,CY2023Q4I,891014,3346600000.0,2023-12-31
Assets,CY2023Q4I,893691,2685379000.0,2023-12-31
Assets,CY2023Q4I,894627,823216000.0,2023-12-31
Assets,CY2023Q4I,894871,188878000.0,2023-12-31
Assets,CY2023Q4I,895126,14376000000.0,2023-12-31
Assets,CY2023Q4I,895447,1042025000.0,2024-02-03
Assets,CY2023Q4I,896156,722175000.0,2023-12-31
Assets,CY2023Q4I,896262,2060170000.0,2023-12-31
Assets,CY2023Q4I,896429,302388000.0,2023-12-31
Assets,CY2023Q4I,897448,831684000.0,2023-12-31
Assets,CY2023Q4I,899460,475198000.0,2023-12-31
Assets,CY2023Q4I,899923,1146500000.0,2023-12-31
Assets,CY2023Q4I,901491,875005000.0,2023-12-31
Assets,CY2023Q4I,903651,59431000.0,2023-12-31
Assets,CY2023Q4I,906709,398033000.0,2023-12-31
Assets,CY2023Q4I,908937,30056000000.0,2023-12-31
Assets,CY2023Q4I,910638,990660000.0,2023-12-31
Assets,CY2023Q4I,911971,2196638000.0,2023-12-31
Assets,CY2023Q4I,912603,1692654000.0,2023-11-30
Assets,CY2023Q4I,912615,4111209000.0,2024-01-31
Assets,CY2023Q4I,913241,1347943000.0,2023-12-31
Assets,CY2023Q4I,913277,495338000.0,2023-12-31
Assets,CY2023Q4I,914475,3251400000.0,2023-12-31
Assets,CY2023Q4I,915389,14633000000.0,2023-12-31
Assets,CY2023Q4I,916076,15125000000.0,2023-12-31
Assets,CY2023Q4I,916789,2952286000.0,2023-11-30
Assets,CY2023Q4I,916793,167734000.0,2023-12-31
Assets,CY2023Q4I,917491,504692000.0,2023-12-31
Assets,CY2023Q4I,917520,3781988000.0,2023-12-31
Assets,CY2023Q4I,918251,995933000.0,2023-12-31
Assets,CY2023Q4I,918646,2890340000.0,2023-12-31
Assets,CY2023Q4I,920148,16725100000.0,2023-12-31
Assets,CY2023Q4I,920371,2704724000.0,2023-12-31
Assets,CY2023Q4I,921738,16064200000.0,2023-12-31
Assets,CY2023Q4I,924717,180240000.0,2023-12-31
Assets,CY2023Q4I,925528,296672000.0,2023-12-31
Assets,CY2023Q4I,926282,1677440000.0,2023-12-31
Assets,CY2023Q4I,927003,2556757000.0,2023-12-31
Assets,CY2023Q4I,927066,16893578000.0,2023-12-31
Assets,CY2023Q4I,928340,218437592.0,2023-12-31
Assets,CY2023Q4I,928876,2918517000.0,2023-12-31
Assets,CY2023Q4I,930420,357979000.0,2023-12-31
Assets,CY2023Q4I,931015,5516300000.0,2023-12-31
Assets,CY2023Q4I,931584,356690000.0,2023-12-31
Assets,CY2023Q4I,932696,6286350000.0,2023-12-31
Assets,CY2023Q4I,932787,24453000000.0,2023-12-31
Assets,CY2023Q4I,934549,633545000.0,2023-12-31
Assets,CY2023Q4I,934612,94577000000.0,2023-12-31
Assets,CY2023Q4I,935036,3444739000.0,2023-12-31
Assets,CY2023Q4I,935419,619215000.0,2023-12-31
Assets,CY2023Q4I,937098,3693000000.0,2023-12-31
Assets,CY2023Q4I,937556,3041500000.0,2023-12-30
Assets,CY2023Q4I,943819,6905088000.0,2023-12-31
Assets,CY2023Q4I,944148,2043592000.0,2023-12-31
Assets,CY2023Q4I,944809,2011698000.0,2023-12-31
Assets,CY2023Q4I,945114,513400000.0,2023-12-31
Assets,CY2023Q4I,945983,335098000.0,2023-12-31
Assets,CY2023Q4I,946581,14895700000.0,2023-12-31
Assets,CY2023Q4I,948320,58480709.0,2023-12-31
Assets,CY2023Q4I,949870,1429993000.0,2023-12-30
Assets,CY2023Q4I,1000623,2642400000.0,2023-12-31
Assets,CY2023Q4I,1000697,4626854000.0,2023-12-31
Assets,CY2023Q4I,1001115,167383000.0,2023-12-31
Assets,CY2023Q4I,1001233,165320000.0,2023-12-31
Assets,CY2023Q4I,1001316,329587000.0,2023-12-31
Assets,CY2023Q4I,1001614,945711000.0,2023-12-31
Assets,CY2023Q4I,1002047,9369000000.0,2024-01-26
Assets,CY2023Q4I,1003078,2493724000.0,2023-12-02
Assets,CY2023Q4I,1005210,2319603000.0,2023-12-30
Assets,CY2023Q4I,1005284,1668961000.0,2023-12-31
Assets,CY2023Q4I,1005757,1443046000.0,2023-12-31
Assets,CY2023Q4I,1006281,84434000.0,2023-12-31
Assets,CY2023Q4I,1007587,172634000.0,2023-12-31
Assets,CY2023Q4I,1009829,398951000.0,2023-12-31
Assets,CY2023Q4I,1009891,50715000.0,2023-12-31
Assets,CY2023Q4I,1010086,254352855.0,2023-12-31
Assets,CY2023Q4I,1010134,197096000.0,2023-12-31
Assets,CY2023Q4I,1012100,7200600000.0,2023-12-31
Assets,CY2023Q4I,1013237,3951226000.0,2023-11-30
Assets,CY2023Q4I,1013857,1510736000.0,2023-12-31
Assets,CY2023Q4I,1013934,2125213000.0,2023-12-31
Assets,CY2023Q4I,1014473,1749000000.0,2023-12-31
Assets,CY2023Q4I,1014739,3217035000.0,2023-12-31
Assets,CY2023Q4I,1015383,403773545.0,2023-12-31
Assets,CY2023Q4I,1015922,5695500000.0,2023-12-31
Assets,CY2023Q4I,1016281,1268052000.0,2023-12-31
Assets,CY2023Q4I,1016838,107529000.0,2023-12-31
Assets,CY2023Q4I,1017303,54198000.0,2023-12-31
Assets,CY2023Q4I,1018963,4985100000.0,2023-12-31
Assets,CY2023Q4I,1020214,197748000.0,2023-12-31
Assets,CY2023Q4I,1020710,1177436000.0,2023-12-31
Assets,CY2023Q4I,1020859,7671000000.0,2024-01-27
Assets,CY2023Q4I,1021561,1808626000.0,2023-12-31
Assets,CY2023Q4I,1021635,12790700000.0,2023-12-31
Assets,CY2023Q4I,1022321,7018778000.0,2023-12-31
Assets,CY2023Q4I,1022652,121797000.0,2023-12-31
Assets,CY2023Q4I,1023024,904422000.0,2023-12-31
Assets,CY2023Q4I,1023313,564174000.0,2023-12-31
Assets,CY2023Q4I,1023459,185778000.0,2023-11-30
Assets,CY2023Q4I,1023731,826718000.0,2023-12-31
Assets,CY2023Q4I,1024305,13015700000.0,2023-12-31
